date,store,product,category,qty,price,amount,customer_id
2025-03-01,Tokyo,P015,A,2,1430,2860.0,C0092
2025-03-01,Tokyo,P014,C,2,4940,9880.0,C0138
2025-03-01,Tokyo,P013,B,3,1170,3510.0,C0153
2025-03-01,Tokyo,P007,B,1,3190,3190.0,C0031
2025-03-01,Tokyo,P011,C,4,1370,5480.0,C0144
2025-03-01,Tokyo,P010,B,1,2550,2550.0,C0078
2025-03-01,Tokyo,P001,B,4,2770,11080.0,C0225
2025-03-01,Tokyo,P009,A,4,4980,19920.0,C0181
2025-03-01,Tokyo,P006,A,2,4300,8600.0,C0128
2025-03-01,Tokyo,P008,C,1,4960,4960.0,C0195
2025-03-01,Tokyo,P005,C,3,2600,7800.0,C0047
2025-03-01,Tokyo,P014,C,4,4330,17320.0,C0111
2025-03-01,Tokyo,P004,B,1,3920,3920.0,C0099
2025-03-01,Osaka,P014,C,1,4660,4660.0,C0042
2025-03-01,Osaka,P008,C,2,4820,9640.0,C0197
2025-03-01,Osaka,P014,C,3,4300,12900.0,C0255
2025-03-01,Osaka,P013,B,2,2520,5040.0,C0295
2025-03-01,Osaka,P012,A,4,3300,13200.0,C0278
2025-03-01,Osaka,P011,C,3,1710,5130.0,C0170
2025-03-01,Osaka,P011,C,4,4830,19320.0,C0098
2025-03-01,Osaka,P005,C,4,4940,19760.0,C0054
2025-03-01,Osaka,P006,A,4,1790,7160.0,C0235
2025-03-01,Osaka,P002,C,1,4130,4130.0,C0182
2025-03-01,Osaka,P009,A,4,2220,8880.0,C0151
2025-03-01,Osaka,P010,B,3,2320,6960.0,C0190
2025-03-01,Osaka,P007,B,3,4450,13350.0,C0118
2025-03-01,Osaka,P011,C,4,4040,16160.0,C0296
2025-03-01,Osaka,P009,A,2,4960,9920.0,C0193
2025-03-01,Osaka,P004,B,2,2040,4080.0,C0250
2025-03-01,Osaka,P002,C,3,3210,9630.0,C0022
2025-03-01,Osaka,P010,B,4,3900,15600.0,C0159
2025-03-01,Nagoya,P003,A,1,2430,2430.0,C0190
2025-03-01,Nagoya,P001,B,4,3340,13360.0,C0089
2025-03-01,Nagoya,P015,A,1,4830,4830.0,C0085
2025-03-01,Nagoya,P006,A,2,4970,9940.0,C0076
2025-03-01,Nagoya,P015,A,2,2140,4280.0,C0191
2025-03-01,Nagoya,P011,C,2,1530,3060.0,C0119
2025-03-01,Nagoya,P009,A,1,1310,1310.0,C0275
2025-03-01,Nagoya,P001,B,2,4050,8100.0,C0099
2025-03-01,Nagoya,P008,C,1,4170,4170.0,C0190
2025-03-01,Nagoya,P013,B,4,2400,9600.0,C0013
2025-03-01,Nagoya,P006,A,1,3130,3130.0,C0044
2025-03-01,Nagoya,P014,C,3,2010,6030.0,C0276
2025-03-01,Nagoya,P012,A,2,1580,3160.0,C0103
2025-03-02,Tokyo,P012,A,2,3970,7940.0,C0085
2025-03-02,Tokyo,P004,B,2,1640,3280.0,C0121
2025-03-02,Tokyo,P006,A,2,4100,8200.0,C0100
2025-03-02,Tokyo,P011,C,3,3660,10980.0,C0081
2025-03-02,Tokyo,P013,B,1,2100,2100.0,C0262
2025-03-02,Tokyo,P006,A,3,1160,3480.0,C0184
2025-03-02,Tokyo,P014,C,3,3320,9960.0,C0254
2025-03-02,Tokyo,P005,C,2,1270,2540.0,C0209
2025-03-02,Tokyo,P011,C,4,3990,15960.0,C0039
2025-03-02,Tokyo,P010,B,4,1810,7240.0,C0143
2025-03-02,Tokyo,P014,C,2,4010,8020.0,C0159
2025-03-02,Tokyo,P010,B,3,3600,10800.0,C0234
2025-03-02,Tokyo,P014,C,2,4710,9420.0,C0188
2025-03-02,Tokyo,P009,A,2,2660,5320.0,C0195
2025-03-02,Tokyo,P006,A,2,4270,8540.0,C0125
2025-03-02,Osaka,P001,B,1,4390,4390.0,C0043
2025-03-02,Osaka,P012,A,4,2920,11680.0,C0265
2025-03-02,Osaka,P007,B,4,1940,7760.0,C0128
2025-03-02,Osaka,P006,A,4,1170,4680.0,C0248
2025-03-02,Osaka,P001,B,2,3380,6760.0,C0044
2025-03-02,Osaka,P008,C,4,4290,17160.0,C0010
2025-03-02,Osaka,P009,A,3,1270,3810.0,C0195
2025-03-02,Osaka,P008,C,3,2190,6570.0,C0077
2025-03-02,Osaka,P012,A,3,1640,4920.0,C0065
2025-03-02,Osaka,P009,A,4,1800,7200.0,C0066
2025-03-02,Osaka,P013,B,3,4600,13800.0,C0235
2025-03-02,Osaka,P015,A,1,2080,2080.0,C0072
2025-03-02,Osaka,P001,B,4,3640,14560.0,C0026
2025-03-02,Osaka,P003,A,1,2610,2610.0,C0137
2025-03-02,Osaka,P005,C,4,1850,7400.0,C0169
2025-03-02,Osaka,P007,B,2,4300,8600.0,C0293
2025-03-02,Nagoya,P007,B,1,2730,2730.0,C0185
2025-03-02,Nagoya,P007,B,2,2240,4480.0,C0090
2025-03-02,Nagoya,P005,C,2,3750,7500.0,C0029
2025-03-02,Nagoya,P001,B,3,3720,11160.0,C0078
2025-03-02,Nagoya,P004,B,3,2530,7590.0,C0221
2025-03-02,Nagoya,P003,A,1,3210,3210.0,C0118
2025-03-02,Nagoya,P011,C,3,2410,7230.0,C0048
2025-03-02,Nagoya,P003,A,4,1900,7600.0,C0151
2025-03-02,Nagoya,P013,B,4,2070,8280.0,C0033
2025-03-02,Nagoya,P012,A,3,2320,6960.0,C0178
2025-03-03,Tokyo,P011,C,3,2190,6570.0,C0141
2025-03-03,Tokyo,P006,A,1,1500,1500.0,C0288
2025-03-03,Tokyo,P007,B,1,1170,1170.0,C0106
2025-03-03,Tokyo,P015,A,2,4990,9980.0,C0147
2025-03-03,Tokyo,P012,A,4,1110,4440.0,C0002
2025-03-03,Tokyo,P014,C,4,1530,6120.0,C0194
2025-03-03,Tokyo,P014,C,4,2180,8720.0,C0245
2025-03-03,Tokyo,P010,B,4,1580,6320.0,C0180
2025-03-03,Tokyo,P001,B,2,1040,2080.0,C0133
2025-03-03,Tokyo,P013,B,3,2260,6780.0,C0128
2025-03-03,Tokyo,P006,A,3,2060,6180.0,C0028
2025-03-03,Osaka,P013,B,2,1810,3620.0,C0014
2025-03-03,Osaka,P015,A,4,1620,6480.0,C0023
2025-03-03,Osaka,P002,C,2,4240,8480.0,C0048
2025-03-03,Osaka,P013,B,1,3950,3950.0,C0085
2025-03-03,Osaka,P015,A,2,2080,4160.0,C0073
2025-03-03,Osaka,P013,B,2,2400,4800.0,C0220
2025-03-03,Osaka,P009,A,3,2780,8340.0,C0020
2025-03-03,Osaka,P001,B,1,3290,3290.0,C0154
2025-03-03,Osaka,P012,A,4,1690,6760.0,C0287
2025-03-03,Osaka,P014,C,3,3120,,C0053
2025-03-03,Osaka,P003,A,1,3580,3580.0,C0130
2025-03-03,Osaka,P003,A,1,1250,,C0192
2025-03-03,Osaka,P011,C,3,1440,4320.0,C0013
2025-03-03,Osaka,P002,C,4,3950,15800.0,C0089
2025-03-03,Osaka,P001,B,2,4230,8460.0,C0043
2025-03-03,Nagoya,P007,B,1,4730,4730.0,C0155
2025-03-03,Nagoya,P011,C,1,2480,2480.0,C0190
2025-03-03,Nagoya,P010,B,1,3410,3410.0,C0283
2025-03-03,Nagoya,P012,A,1,4650,4650.0,C0205
2025-03-03,Nagoya,P001,B,1,4680,4680.0,C0063
2025-03-03,Nagoya,P002,C,2,3100,6200.0,C0172
2025-03-03,Nagoya,P010,B,4,4030,16120.0,C0008
2025-03-03,Nagoya,P002,C,1,2580,2580.0,C0105
2025-03-03,Nagoya,P015,A,2,1120,2240.0,C0265
2025-03-03,Nagoya,P004,B,4,4090,16360.0,C0264
2025-03-03,Nagoya,P013,B,1,3500,3500.0,C0124
2025-03-03,Nagoya,P010,B,3,3000,9000.0,C0094
2025-03-03,Nagoya,P014,C,3,4540,13620.0,C0071
2025-03-03,Nagoya,P013,B,2,2840,5680.0,C0258
2025-03-03,Nagoya,P006,A,2,4660,9320.0,C0289
2025-03-03,Nagoya,P005,C,2,1910,3820.0,C0008
2025-03-03,Nagoya,P009,A,2,4390,8780.0,C0052
2025-03-04,Tokyo,P008,C,3,1450,4350.0,C0140
2025-03-04,Tokyo,P010,B,2,4490,8980.0,C0159
2025-03-04,Tokyo,P006,A,1,1670,1670.0,C0143
2025-03-04,Tokyo,P007,B,4,4140,16560.0,C0048
2025-03-04,Tokyo,P009,A,2,1400,2800.0,C0200
2025-03-04,Tokyo,P009,A,1,2870,2870.0,C0219
2025-03-04,Tokyo,P005,C,2,1440,2880.0,C0062
2025-03-04,Tokyo,P015,A,3,1700,5100.0,C0145
2025-03-04,Tokyo,P003,A,2,1580,3160.0,C0186
2025-03-04,Tokyo,P009,A,3,2770,8310.0,C0086
2025-03-04,Tokyo,P004,B,1,2710,2710.0,C0135
2025-03-04,Tokyo,P011,C,1,2120,2120.0,C0255
2025-03-04,Tokyo,P014,C,4,2220,8880.0,C0042
2025-03-04,Tokyo,P003,A,1,4810,4810.0,C0265
2025-03-04,Tokyo,P013,B,3,2370,7110.0,C0143
2025-03-04,Tokyo,P013,B,4,3070,12280.0,C0251
2025-03-04,Osaka,P007,B,4,2500,10000.0,C0225
2025-03-04,Osaka,P007,B,2,1870,3740.0,C0182
2025-03-04,Osaka,P008,C,2,3970,7940.0,C0001
2025-03-04,Osaka,P002,C,4,3650,14600.0,C0165
2025-03-04,Osaka,P001,B,3,2730,8190.0,C0180
2025-03-04,Osaka,P001,B,3,3310,9930.0,C0087
2025-03-04,Osaka,P001,B,4,3830,15320.0,C0186
2025-03-04,Osaka,P012,A,3,1530,4590.0,C0136
2025-03-04,Osaka,P014,C,2,4880,9760.0,C0020
2025-03-04,Osaka,P005,C,2,3460,,C0053
2025-03-04,Osaka,P004,B,3,2130,6390.0,C0263
2025-03-04,Osaka,P014,C,2,3230,6460.0,C0100
2025-03-04,Osaka,P006,A,3,2170,6510.0,C0045
2025-03-04,Nagoya,P014,C,2,2450,4900.0,C0189
2025-03-04,Nagoya,P002,C,2,1690,3380.0,C0277
2025-03-04,Nagoya,P014,C,4,1980,7920.0,C0185
2025-03-04,Nagoya,P010,B,4,1620,6480.0,C0221
2025-03-04,Nagoya,P003,A,3,4510,13530.0,C0019
2025-03-04,Nagoya,P003,A,4,1070,4280.0,C0205
2025-03-04,Nagoya,P008,C,2,4450,8900.0,C0254
2025-03-04,Nagoya,P005,C,1,1510,,C0033
2025-03-04,Nagoya,P015,A,3,3700,11100.0,C0070
2025-03-04,Nagoya,P013,B,3,4000,12000.0,C0141
2025-03-04,Nagoya,P011,C,3,2530,7590.0,C0178
2025-03-04,Nagoya,P005,C,4,3860,15440.0,C0221
2025-03-05,Tokyo,P007,B,4,1830,7320.0,C0171
2025-03-05,Tokyo,P002,C,2,3290,6580.0,C0147
2025-03-05,Tokyo,P015,A,3,2640,7920.0,C0128
2025-03-05,Tokyo,P010,B,4,2100,8400.0,C0175
2025-03-05,Tokyo,P009,A,1,4650,4650.0,C0171
2025-03-05,Tokyo,P004,B,3,3710,11130.0,C0274
2025-03-05,Tokyo,P001,B,2,1720,3440.0,C0172
2025-03-05,Tokyo,P008,C,2,4920,9840.0,C0159
2025-03-05,Tokyo,P007,B,1,2150,2150.0,C0269
2025-03-05,Tokyo,P007,B,4,3130,12520.0,C0164
2025-03-05,Tokyo,P007,B,3,1260,3780.0,C0018
2025-03-05,Tokyo,P008,C,3,3200,9600.0,C0129
2025-03-05,Tokyo,P005,C,3,3410,10230.0,C0015
2025-03-05,Tokyo,P007,B,3,4130,12390.0,C0086
2025-03-05,Tokyo,P014,C,3,2750,8250.0,C0188
2025-03-05,Tokyo,P014,C,1,1600,1600.0,C0132
2025-03-05,Tokyo,P002,C,4,4880,19520.0,C0182
2025-03-05,Osaka,P002,C,3,2770,8310.0,C0083
2025-03-05,Osaka,P005,C,3,3560,10680.0,C0050
2025-03-05,Osaka,P010,B,4,1040,4160.0,C0263
2025-03-05,Osaka,P010,B,2,3930,7860.0,C0185
2025-03-05,Osaka,P012,A,1,1230,1230.0,C0192
2025-03-05,Osaka,P005,C,1,2680,2680.0,C0217
2025-03-05,Osaka,P003,A,4,2680,10720.0,C0046
2025-03-05,Osaka,P002,C,4,1450,5800.0,C0126
2025-03-05,Osaka,P011,C,3,2050,6150.0,C0033
2025-03-05,Osaka,P011,C,2,1190,2380.0,C0055
2025-03-05,Osaka,P009,A,1,2560,2560.0,C0038
2025-03-05,Osaka,P012,A,3,4130,12390.0,C0016
2025-03-05,Osaka,P006,A,2,3490,6980.0,C0246
2025-03-05,Osaka,P004,B,4,3320,13280.0,C0247
2025-03-05,Osaka,P002,C,4,2730,10920.0,C0084
2025-03-05,Osaka,P003,A,4,4530,18120.0,C0040
2025-03-05,Osaka,P007,B,3,3360,10080.0,C0057
2025-03-05,Osaka,P006,A,2,2150,4300.0,C0288
2025-03-05,Osaka,P004,B,3,4640,13920.0,C0238
2025-03-05,Nagoya,P003,A,1,4130,4130.0,C0224
2025-03-05,Nagoya,P012,A,2,3090,6180.0,C0005
2025-03-05,Nagoya,P005,C,3,1500,4500.0,C0039
2025-03-05,Nagoya,P001,B,1,4970,4970.0,C0209
2025-03-05,Nagoya,P015,A,2,3390,6780.0,C0267
2025-03-05,Nagoya,P006,A,3,3770,11310.0,C0249
2025-03-05,Nagoya,P015,A,3,3330,9990.0,C0260
2025-03-05,Nagoya,P011,C,2,3520,7040.0,C0165
2025-03-05,Nagoya,P004,B,3,3490,10470.0,C0271
2025-03-05,Nagoya,P009,A,1,4950,4950.0,C0173
2025-03-05,Nagoya,P005,C,4,2530,10120.0,C0111
2025-03-05,Nagoya,P013,B,4,3090,12360.0,C0112
2025-03-05,Nagoya,P013,B,1,3980,3980.0,C0175
2025-03-05,Nagoya,P013,B,2,4320,8640.0,C0005
2025-03-05,Nagoya,P012,A,1,3560,3560.0,C0059
2025-03-05,Nagoya,P015,A,4,1410,5640.0,C0267
2025-03-05,Nagoya,P004,B,3,1340,4020.0,C0032
2025-03-06,Tokyo,P009,A,3,4420,13260.0,C0050
2025-03-06,Tokyo,P012,A,1,2160,2160.0,C0053
2025-03-06,Tokyo,P002,C,3,4600,13800.0,C0200
2025-03-06,Tokyo,P013,B,3,1210,3630.0,C0104
2025-03-06,Tokyo,P013,B,1,1380,1380.0,C0250
2025-03-06,Tokyo,P001,B,4,4030,16120.0,C0199
2025-03-06,Tokyo,P009,A,1,2650,2650.0,C0242
2025-03-06,Tokyo,P014,C,2,4350,8700.0,C0233
2025-03-06,Tokyo,P001,B,3,3460,10380.0,C0163
2025-03-06,Tokyo,P012,A,4,3200,12800.0,C0096
2025-03-06,Tokyo,P015,A,4,3740,14960.0,C0192
2025-03-06,Tokyo,P002,C,2,1790,3580.0,C0154
2025-03-06,Osaka,P004,B,4,1510,6040.0,C0030
2025-03-06,Osaka,P015,A,1,3940,3940.0,C0229
2025-03-06,Osaka,P005,C,1,2230,2230.0,C0021
2025-03-06,Osaka,P011,C,4,4980,19920.0,C0240
2025-03-06,Osaka,P012,A,4,4070,16280.0,C0195
2025-03-06,Osaka,P015,A,2,2650,5300.0,C0271
2025-03-06,Osaka,P005,C,2,1600,3200.0,C0083
2025-03-06,Osaka,P009,A,4,1540,6160.0,C0204
2025-03-06,Osaka,P012,A,4,4000,16000.0,C0047
2025-03-06,Osaka,P008,C,4,4630,18520.0,C0184
2025-03-06,Osaka,P015,A,3,1250,3750.0,C0274
2025-03-06,Osaka,P003,A,2,1950,3900.0,C0216
2025-03-06,Osaka,P001,B,3,4450,13350.0,C0236
2025-03-06,Osaka,P005,C,4,2440,9760.0,C0204
2025-03-06,Osaka,P008,C,1,1010,1010.0,C0055
2025-03-06,Osaka,P015,A,4,2640,10560.0,C0290
2025-03-06,Osaka,P001,B,4,1920,7680.0,C0012
2025-03-06,Osaka,P012,A,2,2160,4320.0,C0228
2025-03-06,Nagoya,P012,A,1,1340,1340.0,C0098
2025-03-06,Nagoya,P010,B,1,1570,1570.0,C0224
2025-03-06,Nagoya,P008,C,2,1950,3900.0,C0006
2025-03-06,Nagoya,P001,B,3,1320,3960.0,C0074
2025-03-06,Nagoya,P014,C,2,3970,7940.0,C0103
2025-03-06,Nagoya,P014,C,4,2870,11480.0,C0205
2025-03-06,Nagoya,P007,B,4,2430,9720.0,C0251
2025-03-06,Nagoya,P010,B,3,2400,7200.0,C0250
2025-03-06,Nagoya,P012,A,4,4200,16800.0,C0048
2025-03-06,Nagoya,P014,C,4,1970,7880.0,C0294
2025-03-06,Nagoya,P008,C,2,1890,3780.0,C0110
2025-03-06,Nagoya,P001,B,3,3830,11490.0,C0200
2025-03-06,Nagoya,P009,A,2,3890,7780.0,C0261
2025-03-07,Tokyo,P006,A,4,4440,17760.0,C0298
2025-03-07,Tokyo,P003,A,2,1520,3040.0,C0259
2025-03-07,Tokyo,P008,C,1,1360,1360.0,C0221
2025-03-07,Tokyo,P013,B,4,4880,19520.0,C0244
2025-03-07,Tokyo,P012,A,4,4990,19960.0,C0139
2025-03-07,Tokyo,P012,A,4,1460,5840.0,C0207
2025-03-07,Tokyo,P006,A,1,1680,1680.0,C0035
2025-03-07,Tokyo,P014,C,4,1400,5600.0,C0188
2025-03-07,Tokyo,P010,B,3,3420,10260.0,C0272
2025-03-07,Tokyo,P008,C,3,3280,9840.0,C0119
2025-03-07,Osaka,P007,B,4,3420,13680.0,C0205
2025-03-07,Osaka,P012,A,3,3250,9750.0,C0185
2025-03-07,Osaka,P008,C,2,3900,7800.0,C0263
2025-03-07,Osaka,P011,C,4,4320,17280.0,C0110
2025-03-07,Osaka,P001,B,2,4010,8020.0,C0244
2025-03-07,Osaka,P008,C,4,1290,5160.0,C0193
2025-03-07,Osaka,P011,C,3,3860,11580.0,C0147
2025-03-07,Osaka,P008,C,3,4170,12510.0,C0075
2025-03-07,Osaka,P005,C,2,1800,3600.0,C0100
2025-03-07,Osaka,P006,A,2,2640,5280.0,C0151
2025-03-07,Osaka,P011,C,2,4380,8760.0,C0144
2025-03-07,Osaka,P011,C,1,1690,1690.0,C0136
2025-03-07,Osaka,P006,A,2,1630,3260.0,C0142
2025-03-07,Osaka,P011,C,3,1990,5970.0,C0103
2025-03-07,Osaka,P008,C,3,4160,12480.0,C0117
2025-03-07,Osaka,P011,C,4,2190,8760.0,C0247
2025-03-07,Osaka,P005,C,2,3610,7220.0,C0186
2025-03-07,Osaka,P009,A,1,1380,1380.0,C0272
2025-03-07,Nagoya,P014,C,3,4530,13590.0,C0142
2025-03-07,Nagoya,P002,C,1,2090,2090.0,C0113
2025-03-07,Nagoya,P015,A,2,3450,6900.0,C0081
2025-03-07,Nagoya,P010,B,3,1600,4800.0,C0139
2025-03-07,Nagoya,P002,C,4,3810,15240.0,C0282
2025-03-07,Nagoya,P014,C,1,3820,3820.0,C0030
2025-03-07,Nagoya,P015,A,4,3720,14880.0,C0298
2025-03-07,Nagoya,P013,B,4,1400,5600.0,C0008
2025-03-07,Nagoya,P015,A,2,2700,5400.0,C0013
2025-03-07,Nagoya,P010,B,4,4360,17440.0,C0174
2025-03-07,Nagoya,P010,B,3,2780,8340.0,C0166
2025-03-07,Nagoya,P015,A,2,2880,5760.0,C0180
2025-03-07,Nagoya,P009,A,1,2140,2140.0,C0194
2025-03-07,Nagoya,P011,C,3,4960,14880.0,C0202
2025-03-07,Nagoya,P009,A,2,2480,4960.0,C0248
2025-03-07,Nagoya,P008,C,3,1490,4470.0,C0039
2025-03-07,Nagoya,P004,B,1,3420,3420.0,C0191
2025-03-07,Nagoya,P009,A,2,3300,6600.0,C0036
2025-03-08,Tokyo,P003,A,1,1660,1660.0,C0034
2025-03-08,Tokyo,P008,C,3,3420,10260.0,C0132
2025-03-08,Tokyo,P003,A,1,3840,3840.0,C0294
2025-03-08,Tokyo,P005,C,1,2240,2240.0,C0065
2025-03-08,Tokyo,P004,B,2,4140,8280.0,C0213
2025-03-08,Tokyo,P015,A,2,2960,5920.0,C0114
2025-03-08,Tokyo,P001,B,2,2040,4080.0,C0144
2025-03-08,Tokyo,P003,A,3,4370,13110.0,C0288
2025-03-08,Tokyo,P002,C,1,4860,4860.0,C0254
2025-03-08,Tokyo,P009,A,2,3070,6140.0,C0161
2025-03-08,Tokyo,P013,B,3,1110,3330.0,C0210
2025-03-08,Tokyo,P012,A,2,1460,2920.0,C0043
2025-03-08,Tokyo,P013,B,2,3110,6220.0,C0288
2025-03-08,Tokyo,P001,B,1,4330,4330.0,C0162
2025-03-08,Osaka,P011,C,1,4120,4120.0,C0239
2025-03-08,Osaka,P013,B,2,2070,4140.0,C0264
2025-03-08,Osaka,P009,A,3,1540,4620.0,C0187
2025-03-08,Osaka,P009,A,2,4060,8120.0,C0040
2025-03-08,Osaka,P011,C,4,3260,13040.0,C0032
2025-03-08,Osaka,P009,A,3,3200,9600.0,C0082
2025-03-08,Osaka,P010,B,2,3230,6460.0,C0178
2025-03-08,Osaka,P010,B,4,4530,18120.0,C0233
2025-03-08,Osaka,P012,A,4,1960,7840.0,C0088
2025-03-08,Osaka,P008,C,2,3800,7600.0,C0003
2025-03-08,Nagoya,P012,A,4,2200,8800.0,C0093
2025-03-08,Nagoya,P009,A,2,1670,3340.0,C0150
2025-03-08,Nagoya,P013,B,3,4260,12780.0,C0193
2025-03-08,Nagoya,P014,C,1,1180,1180.0,C0035
2025-03-08,Nagoya,P015,A,3,1990,5970.0,C0256
2025-03-08,Nagoya,P005,C,3,1990,5970.0,C0029
2025-03-08,Nagoya,P005,C,1,3210,3210.0,C0007
2025-03-08,Nagoya,P004,B,3,2570,7710.0,C0191
2025-03-08,Nagoya,P010,B,4,4340,17360.0,C0069
2025-03-08,Nagoya,P011,C,3,3370,10110.0,C0239
2025-03-08,Nagoya,P003,A,2,4260,8520.0,C0267
2025-03-09,Tokyo,P008,C,2,1670,3340.0,C0018
2025-03-09,Tokyo,P009,A,3,3120,9360.0,C0111
2025-03-09,Tokyo,P012,A,3,4630,13890.0,C0104
2025-03-09,Tokyo,P004,B,2,3020,6040.0,C0137
2025-03-09,Tokyo,P013,B,1,3110,3110.0,C0129
2025-03-09,Tokyo,P004,B,3,4200,12600.0,C0164
2025-03-09,Tokyo,P002,C,1,2680,2680.0,C0200
2025-03-09,Tokyo,P005,C,2,4440,8880.0,C0005
2025-03-09,Tokyo,P002,C,1,4930,4930.0,C0149
2025-03-09,Tokyo,P003,A,2,4870,9740.0,C0208
2025-03-09,Osaka,P004,B,1,4090,4090.0,C0042
2025-03-09,Osaka,P005,C,2,3480,6960.0,C0182
2025-03-09,Osaka,P012,A,2,2540,5080.0,C0117
2025-03-09,Osaka,P001,B,3,3140,9420.0,C0143
2025-03-09,Osaka,P015,A,1,4870,4870.0,C0204
2025-03-09,Osaka,P004,B,3,4020,12060.0,C0109
2025-03-09,Osaka,P006,A,4,1640,6560.0,C0004
2025-03-09,Osaka,P010,B,4,3000,12000.0,C0041
2025-03-09,Osaka,P009,A,2,4300,8600.0,C0184
2025-03-09,Osaka,P006,A,3,3660,10980.0,C0203
2025-03-09,Osaka,P006,A,3,1170,3510.0,C0121
2025-03-09,Osaka,P006,A,3,4800,14400.0,C0286
2025-03-09,Nagoya,P010,B,1,2920,2920.0,C0206
2025-03-09,Nagoya,P011,C,4,2860,11440.0,C0272
2025-03-09,Nagoya,P015,A,3,1360,4080.0,C0113
2025-03-09,Nagoya,P012,A,3,4740,14220.0,C0244
2025-03-09,Nagoya,P001,B,4,2420,9680.0,C0245
2025-03-09,Nagoya,P008,C,2,1280,2560.0,C0036
2025-03-09,Nagoya,P009,A,3,3210,9630.0,C0047
2025-03-09,Nagoya,P008,C,1,1570,1570.0,C0150
2025-03-09,Nagoya,P010,B,3,4920,14760.0,C0256
2025-03-09,Nagoya,P006,A,4,1380,5520.0,C0257
2025-03-09,Nagoya,P006,A,4,4880,19520.0,C0211
2025-03-09,Nagoya,P014,C,1,1680,1680.0,C0188
2025-03-09,Nagoya,P009,A,1,3870,3870.0,C0018
2025-03-09,Nagoya,P015,A,1,2780,2780.0,C0247
2025-03-10,Tokyo,P012,A,3,4790,14370.0,C0139
2025-03-10,Tokyo,P015,A,3,4570,13710.0,C0220
2025-03-10,Tokyo,P002,C,3,4510,13530.0,C0039
2025-03-10,Tokyo,P013,B,1,4480,4480.0,C0236
2025-03-10,Tokyo,P003,A,3,1460,4380.0,C0170
2025-03-10,Tokyo,P014,C,1,1690,1690.0,C0127
2025-03-10,Tokyo,P006,A,1,2820,2820.0,C0078
2025-03-10,Tokyo,P002,C,2,1080,2160.0,C0274
2025-03-10,Tokyo,P015,A,2,4500,9000.0,C0138
2025-03-10,Tokyo,P014,C,1,2130,2130.0,C0222
2025-03-10,Tokyo,P004,B,4,2700,10800.0,C0121
2025-03-10,Tokyo,P007,B,4,1020,4080.0,C0225
2025-03-10,Tokyo,P012,A,4,4980,19920.0,C0234
2025-03-10,Tokyo,P008,C,2,2550,5100.0,C0248
2025-03-10,Tokyo,P006,A,3,1380,4140.0,C0095
2025-03-10,Osaka,P007,B,3,3860,11580.0,C0130
2025-03-10,Osaka,P003,A,3,1210,3630.0,C0254
2025-03-10,Osaka,P012,A,1,2050,2050.0,C0009
2025-03-10,Osaka,P006,A,1,4740,4740.0,C0041
2025-03-10,Osaka,P010,B,3,1940,5820.0,C0242
2025-03-10,Osaka,P002,C,4,3960,15840.0,C0190
2025-03-10,Osaka,P014,C,2,2120,4240.0,C0047
2025-03-10,Osaka,P014,C,2,4310,8620.0,C0100
2025-03-10,Osaka,P015,A,4,2230,8920.0,C0146
2025-03-10,Osaka,P012,A,1,1090,1090.0,C0087
2025-03-10,Osaka,P009,A,1,2330,2330.0,C0275
2025-03-10,Osaka,P002,C,1,2690,2690.0,C0004
2025-03-10,Nagoya,P003,A,1,4240,4240.0,C0037
2025-03-10,Nagoya,P008,C,3,3500,10500.0,C0196
2025-03-10,Nagoya,P006,A,4,1270,5080.0,C0033
2025-03-10,Nagoya,P013,B,1,1760,1760.0,C0052
2025-03-10,Nagoya,P001,B,1,3290,3290.0,C0198
2025-03-10,Nagoya,P002,C,4,1380,5520.0,C0206
2025-03-10,Nagoya,P013,B,3,2960,8880.0,C0033
2025-03-10,Nagoya,P004,B,4,2390,9560.0,C0011
2025-03-10,Nagoya,P011,C,3,1260,3780.0,C0016
2025-03-10,Nagoya,P002,C,1,3460,3460.0,C0040
2025-03-11,Tokyo,P003,A,4,3900,15600.0,C0112
2025-03-11,Tokyo,P007,B,1,1210,1210.0,C0161
2025-03-11,Tokyo,P001,B,3,2520,7560.0,C0042
2025-03-11,Tokyo,P009,A,3,3980,11940.0,C0060
2025-03-11,Tokyo,P009,A,4,2070,8280.0,C0250
2025-03-11,Tokyo,P011,C,2,4530,9060.0,C0290
2025-03-11,Tokyo,P004,B,4,1000,4000.0,C0039
2025-03-11,Tokyo,P001,B,2,4740,9480.0,C0180
2025-03-11,Tokyo,P010,B,1,3060,3060.0,C0115
2025-03-11,Tokyo,P008,C,2,1800,3600.0,C0285
2025-03-11,Tokyo,P009,A,2,1290,2580.0,C0229
2025-03-11,Tokyo,P008,C,2,3660,7320.0,C0040
2025-03-11,Tokyo,P008,C,4,2850,11400.0,C0001
2025-03-11,Tokyo,P004,B,1,3000,3000.0,C0109
2025-03-11,Tokyo,P002,C,3,1700,5100.0,C0103
2025-03-11,Tokyo,P015,A,1,1990,1990.0,C0096
2025-03-11,Osaka,P004,B,4,1020,4080.0,C0284
2025-03-11,Osaka,P009,A,1,1460,1460.0,C0031
2025-03-11,Osaka,P005,C,2,3560,7120.0,C0094
2025-03-11,Osaka,P011,C,2,2050,4100.0,C0083
2025-03-11,Osaka,P005,C,4,1980,7920.0,C0082
2025-03-11,Osaka,P015,A,3,1760,5280.0,C0260
2025-03-11,Osaka,P003,A,1,2780,2780.0,C0207
